Job Title,Company,Location,Description,Job Type,Salary,Job Link
Graphic Designer,Myco Arabia -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Design · Creative · Graphic Design · illustrator · Marketing · media · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PGV1cYLARDCD-Graphic-Designer-Myco-Arabia-Cairo-Egypt
Graphic Designer,3D Diagnostix -,"Maadi, Cairo, Egypt",Full TimeHybridExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Adobe illustrator · Design · Creative · Motion Graphics · photoshop · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/exEV07ouy0Oh-Graphic-Designer-3D-Diagnostix-Cairo-Egypt
Character Designer,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · adobe · Adobe Creative Suite · Adobe illustrator · Character · Character Design · Creative · Design · photoshop · Adobe Photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ulC4YQwIyS9M-Character-Designer-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
Motion Graphic Designer,Confidential -,"New Cairo, Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe After Effects · Graphic Design · Adobe Creative Suite · Adobe Photoshop · Creative · Design · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IXrHVFPAHwBm-Motion-Graphic-Designer-Cairo-Egypt
Senior Graphic Designer,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Graphic Design · Advertising,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Cev8VS6936dA-Senior-Graphic-Designer-Nahdet-Misr-Publishing-Group-Giza-Egypt
Graphic Designer/ Motion Graphic Designer,EAHK -,"Nasr City, Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Marketing/PR/Advertising · Adobe Photoshop · dreamweaver · Graphic Design · illustrator · photoshop · indesign · Adobe illustrator · Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ddKCiY9oMGf7-Graphic-Designer-Motion-Graphic-Designer-EAHK-Cairo-Egypt
Senior Graphic designer,Exco Egypt -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · Creative/Design/Art · adobe · Adobe Creative Suite · Adobe illustrator · Adobe Photoshop · Communication skills · Design · Graphic Design · Graphic · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/NVUSoiKkixgG-Senior-Graphic-designer-Exco-Egypt-Cairo-Egypt
Graphic Designer,Yolo Cosmetics -,"New Nozha, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · photoshop · Design · Creative · illustrator · Adobe Photoshop · Adobe After Effects,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/FHeEQvMfB4tc-Graphic-Designer-Yolo-Cosmetics-Cairo-Egypt
Senior Graphic Designer,Infinity Clinic Pharma -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Applied Arts · Design · Arts · English · Fine Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bXUbahoTVXww-Senior-Graphic-Designer-Infinity-Clinic-Pharma-Cairo-Egypt
Graphic Designer 2D,Brand Aid -,"Marg, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · males_only · Creative/Design/Art · Manufacturing/Production · Marketing/PR/Advertising · 2D · 2d designer · Adobe Photoshop · Design · Adobe illustrator · indesign · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7wugkg2HMmd8-Graphic-Designer-2D-Brand-Aid-Cairo-Egypt
Graphic Designer,Eamar Al Delta  -,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Creative Suite · Adobe illustrator · Adobe Photoshop · Creative · Design · Graphic Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uFGvIzmETu6x-Graphic-Designer-Eamar-Al-Delta-Cairo-Egypt
Graphic Designer,Casual Dining Group  -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 20 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Graphic · Designer · Design · Adobe illustrator · Graphic Design · graphic designer,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0RGUI6zP2SUZ-Graphic-Designer-Casual-Dining-Group-Cairo-Egypt
Video Editor,EL KHETA -,"San Stefano, Alexandria, Egypt",InternshipOn-siteEntry Level · males_only · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Adobe Premier · Video Editing · video editor,Internship,Not specified,https://wuzzuf.nethttps://wuzzuf.net/internship/BwFa5G86RY2z-Video-Editor-EL-KHETA-Alexandria-Egypt
Senior Graphic Designer,Confidential -,"Cairo, Egypt",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Creative Suite · Adobe Photoshop · Creative · Design · Graphic Design · illustrator · Marketing · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vqb6nAcbX2Xp-Senior-Graphic-Designer-Cairo-Egypt
Video Editor,EL KHETA -,"San Stefano, Alexandria, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · males_only · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Video Editing · Video Montage · Adobe illustrator · Adobe Photoshop · Adobe Premiere · Fine Arts · Creative,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sK1sGRXuXdxJ-Video-Editor-EL-KHETA-Alexandria-Egypt
Junior Interior Designer,ESC -,"New Cairo, Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · 3d max · 3D · Architecture · AutoCAD · Creative · Design · illustrator · Interior,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BPkAmb32NHqd-Junior-Interior-Designer-ESC-Cairo-Egypt
Senior Interior Designer,ESC -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Design · AutoCAD · Interior Design · 3D · 3d max · Project Management · illustrator · Furniture,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lVVLOGPrreBO-Senior-Interior-Designer-ESC-Cairo-Egypt
Creative Designer,Confidential -,"Alexandria, Egypt",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Media/Journalism/Publishing · Graphic Design · Creative · Social Media · Art · media · Adobe illustrator · Adobe Photoshop · Adobe Creative Suite,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CeH3gHPnKavM-Creative-Designer-Alexandria-Egypt
Graphic Designer,STRUTOO -,"New Cairo, Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic Design · graphics · Graphic · illustrator · Design · Creative · Adobe Photoshop · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/LIfNOl55OSUb-Graphic-Designer-STRUTOO-Cairo-Egypt
Senior Graphic Designer,Confidential -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design · Arts · dreamweaver · Fine Arts · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Sd9P8MC3Gg5x-Senior-Graphic-Designer-Cairo-Egypt
Graphic Designer,IMAR company -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · Adobe Creative Suite · adobe · Branding · Adobe illustrator · Adobe Photoshop · illustrator · Creative · Design · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/FlZRymR9jDti-Graphic-Designer-IMAR-company-Cairo-Egypt
Graphic Designer,Max2 Digital Media -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Design · Graphic Design · Social Media · Marketing · Web Design · Adobe Photoshop · Digital Marketing · Adobe Illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/F4rnc0lYtVsQ-Graphic-Designer-Max2-Digital-Media-Cairo-Egypt
Motion Graphic Designer,Kandeel Group -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Video Editing · Motion · Motion Graphic Design · Video Creation · Video Design · motion graphic · motion graphic designer,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zojtpjCveVU4-Motion-Graphic-Designer-Kandeel-Group-Cairo-Egypt
Graphic Designer - Marketing Background,Ultimate Solutions Egypt -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Communication · Communication skills · Art · Design · English · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/4KkrbLrs0uTU-Graphic-Designer---Marketing-Background-Ultimate-Solutions-Egypt-Giza-Egypt
Graphic Designer,Confidential -,"Obour City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic · Design · Creative · Adobe Photoshop · Adobe illustrator · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/JMyXWvk55Obf-Graphic-Designer-Cairo-Egypt
UI/UX Design Intern,Visionare -,"Smouha, Alexandria, Egypt",InternshipRemoteStudent · 0 - 1 Yrs of Exp · Creative/Design/Art · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · photoshop · indesign · illustrator · figma · behance,Internship,Not specified,https://wuzzuf.nethttps://wuzzuf.net/internship/05d0TI16mlrV-UIUX-Design-Intern-Visionare-Alexandria-Egypt
Photographer,Ben Soliman -,"Mohandessin, Giza, Egypt",Full TimePart TimeOn-siteExperienced · 2 - 3 Yrs of Exp · males_only · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Fashion · illustrator · Lightroom · media · Photo Editing · Photography,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fV07977f9Aa4-Photographer-Ben-Soliman-Giza-Egypt
Creative Graphic Designer - Ceramic Field,Torrecid Egypt SAE -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteEntry Level · 0 - 3 Yrs of Exp · Creative/Design/Art · Arts · Graphic Design · Ceramic · Applied Arts · Adobe Photoshop · Design · English · photoshop · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ovsLwCj0MjBU-Creative-Graphic-Designer---Ceramic-Field-Torrecid-Egypt-SAE-Giza-Egypt
Video Editor/Animator,Media Republic -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Video Editing · Adobe Photoshop · Adobe Illustrator · Videographer · Adobe After Effects · Adobe Premiere · Creative,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/itb40kv7Cc8m-Video-EditorAnimator-Media-Republic-Cairo-Egypt
Senior Creative,Media Republic -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Creative · Design · English · Experience · Arabic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PQj5TeMam835-Senior-Creative-Media-Republic-Cairo-Egypt
Graphic Designer,LAMA Medical -,"Maadi, Cairo, Egypt",Full TimeHybridExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Design · Adobe illustrator · Adobe Indesign · Video Editing · Aftereffect · illustrator · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/STk0AhST08KE-Graphic-Designer-LAMA-Medical-Cairo-Egypt
Graphic Designer,United ATS -,"Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 4 Yrs of Exp · males_only · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Designer · Design · Graphic · Graphic Design · graphic designer,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xZMdZC6H6xmE-Graphic-Designer-United-ATS-Cairo-Egypt
Sr. Graphic Designer,SAMH Platform   -,"Riyadh, Saudi Arabia",Full TimePart TimeRemoteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Creative · Design · Graphic · Graphic Design · illustrator · Video Editing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fN2uyE1lyk1b-Sr-Graphic-Designer-SAMH-Platform-Riyadh-Saudi-Arabia
Art Designer & technical,Chairs & company -,"New Cairo, Cairo, Egypt",Full TimeHybridExperienced · 0 - 5 Yrs of Exp · Creative/Design/Art · Engineering - Other · Designer · In Design · Microsoft Excel · Adobe illustrator · Adobe Photoshop · Arts · Design · Fine Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/m2ntrTJD511L-Art-Designer-technical-Chairs-company-Cairo-Egypt
Graphic Designer,Confidential -,"Jeddah, Saudi Arabia",Full TimeRemoteExperienced · 5 - 8 Yrs of Exp · Marketing/PR/Advertising · Graphic Design · Designer · Design · Adobe Photoshop · Adobe illustrator · Creative · illustrator · Marketing · media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Qv5bOpjmVJCT-Graphic-Designer-Jeddah-Saudi-Arabia
Graphic Designer (Rodniture - Furniture),Msi - Rodniture -,"New Cairo, Cairo, Egypt",Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Creative/Design/Art · Graphic · Graphic Design · Adobe Photoshop · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XT8z4m5MyE7z-Graphic-Designer-Rodniture---Furniture-Msi---Rodniture-Cairo-Egypt
SENIOR DESIGNER ARCHITECT,Riwaq -,"Zamalek, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · CGI · 3D · Adobe Photoshop · Adobe Illustrator · Architecture · Design · AutoCAD · Interior Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KlDwwTwlyW6g-SENIOR-DESIGNER-ARCHITECT-Riwaq-Cairo-Egypt
Senior Graphic Designer (SGD),Store Garden -,"New Cairo, Cairo, Egypt",Full TimeOn-siteSenior Management · 4 - 6 Yrs of Exp · Creative/Design/Art · Media/Journalism/Publishing · Adobe Photoshop · Adobe illustrator · Arts · Graphic · Graphic Design · graphic designer · Motion Graphics · Video Editing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KS833rOvnzOv-Senior-Graphic-Designer-SGD-Store-Garden-Cairo-Egypt
Senior Graphic Designer,Horizon Agency -,"New Cairo, Cairo, Egypt",Full TimeOn-siteManager · 5 - 12 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic Design · Graphic · Creative · Adobe Photoshop · Adobe illustrator · photoshop · graphics · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/aeUiSJRQ6tgq-Senior-Graphic-Designer-Horizon-Agency-Cairo-Egypt
3D Visualizer,Amer Vision Group -,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · 3D · 3D Design · 3D Modeling · 3ds Max · Adobe Photoshop · Architecture · AutoCAD · Creative · Engineering,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/M9LnDMMNhNWW-3D-Visualizer-Amer-Vision-Group-Cairo-Egypt
Graphic Designer and Video Editor,Binaries for Software Development  -,"Nasr City, Cairo, Egypt",Full TimeHybridExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · design · Photoshop · Illustrator · Figma · Video Editing · Graphic Design · Adobe Photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/01NwQCbU2xX2-Graphic-Designer-and-Video-Editor-Binaries-for-Software-Development-Cairo-Egypt
Graphic Designer,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic Design · Design · Art · Applied Arts · Fine Arts · Drawing · Paints · Painting,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yI6wxcabuBsP-Graphic-Designer-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
B2B Catalogue Designer,Confidential -,"Cairo, Egypt",Freelance / ProjectRemoteExperienced · 7+ Yrs of Exp · Creative/Design/Art · Graphic Design · Adobe Photoshop · Adobe illustrator · Adobe Indesign · B2B · Arts · Creative · Design · photoshop,Freelance / Project,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VqrtTFZagBOF-B2B-Catalogue-Designer-Cairo-Egypt
Graphic Designer - Social Media,Helal Group -,"Cairo, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Advertising · Adobe illustrator · Graphic Design · Graphic · indesign · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6MOgcvcRyJzN-Graphic-Designer---Social-Media-Helal-Group-Cairo-Egypt
Senior Interior designer,TRI Interior Design and Finishin -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · 2D · Interior Design · Design · 3D Max · Architecture · AutoCAD · Elevation Drawings · 3D Rendering,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/frFHifRLgqik-Senior-Interior-designer-TRI-Interior-Design-and-Finishin-Cairo-Egypt
Video Editors Team Leader,EL KHETA -,"San Stefano, Alexandria, Egypt",Full TimeOn-siteManager · 5+ Yrs of Exp · males_only · Creative/Design/Art · Adobe After Effects · Adobe illustrator · Adobe Premiere · Camtasia Studio · video editor · team leader · video editors team leader · editing · creativity,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/R7wjiTMSoAYH-Video-Editors-Team-Leader-EL-KHETA-Alexandria-Egypt
UI/UX Designer,34ML -,"Heliopolis, Cairo, Egypt",Full TimeHybridEntry Level · 1 - 4 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Web Development · Web Design · WordPress · User Interface · PHP · HTML5 · CSS3,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HMlrgBdOYQD9-UIUX-Designer-34ML-Cairo-Egypt
Senior Graphic Designer,SAMTA Media -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Design · Creative · Graphic Design · media · Social Media · Adobe illustrator · Arts,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2Pdn5EyNM91p-Senior-Graphic-Designer-SAMTA-Media-Cairo-Egypt
Senior Graphic Designer,New Era Education -,"Giza, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Creative · Adobe illustrator · CSS · Graphic Design · Design · Video Editing · Web Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uzZf8KAKWazq-Senior-Graphic-Designer-New-Era-Education-Giza-Egypt
Graphic Designer,Adverse Agency -,"Cairo, Egypt",Full TimeRemoteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Graphic Design · Motion Graphics · Video Editing · Adobe Photoshop · Adobe illustrator · Graphic · illustrator · photoshop · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2HN6DoEEtdqq-Graphic-Designer-Adverse-Agency-Cairo-Egypt
Graphic Designer (Packaging & Social Media),Alarabia Group -,"10th of Ramadan City, Cairo, Egypt",Full TimeOn-siteExperienced · 6 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Adobe illustrator · Social Media · UI/UX · Packaging Design · Appliances · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/LEuzIW30Yblr-Graphic-Designer-Packaging-Social-Media-Alarabia-Group-Cairo-Egypt
DTP Specialist,The Translation Gate -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Engineering - Telecom/Technology · Adobe Indesign · Adobe Photoshop · English · DTP · illustrator · indesign · photoshop · Publishing · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qadEGdXR3C2I-DTP-Specialist-The-Translation-Gate-Cairo-Egypt
Senior Graphic Designer,Floortec -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Adobe illustrator · After Effects · Creativity · Design · Designer · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rfOfg4c4CUdK-Senior-Graphic-Designer-Floortec-Giza-Egypt
UI/UX Instructor,Yat Learning Centers -,"Cairo, Egypt",Freelance / ProjectHybridExperienced · 2 - 15 Yrs of Exp · Training/Instructor · Figma · UI · UX Design · Adobe illustrator · UI/UX · Adobe XD · Design · UX · Digital Arts,Freelance / Project,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/2YKiQsNtDjuN-UIUX-Instructor-Yat-Learning-Centers-Cairo-Egypt
Visual Merchandiser,MTG -,"Mokattam, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Sales/Retail · Fashion · Merchandising · Creative · Fashion · Retail · Visual Merchandising · Visual · Sales · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HZckoBYTaMM4-Visual-Merchandiser-MTG-Cairo-Egypt
Graphic Designer,MTG -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Creative · Design · illustrator · Adobe Creative Suite · photoshop · Graphic · Graphic Design · Adobe illustrator · Adobe Photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/h7Gegc7JGwPQ-Graphic-Designer-MTG-Cairo-Egypt
Senior Graphic Designer 2D,NewTech Company -,"Garden City, Cairo, Egypt",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Marketing/PR/Advertising · Graphic Design · Adobe illustrator · Adobe Photoshop · after effect · illustrator · Premiere · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/KIQlU32l4mgM-Senior-Graphic-Designer-2D-NewTech-Company-Cairo-Egypt
Graphic Designer,Edutech Labs Fze -,"Cairo, Egypt",Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe illustrator · illustrator · Adobe Photoshop · Graphic · indesign · Graphic Design · Premiere · Aftereffect,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/SvglEX4l1vtM-Graphic-Designer-Edutech-Labs-Fze-Cairo-Egypt
Senior Graphic Designer,GPS -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Design · Graphic · Graphic Design · Creative · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/NPkT6VwZ4OCv-Senior-Graphic-Designer-GPS-Cairo-Egypt
Art Director,Akhtaboot Group -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · art director · Director · Graphic Design · Design · Art · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VJuRKnJ0D0rD-Art-Director-Akhtaboot-Group-Cairo-Egypt
Senior Graphic Designer ( Motion ),Premium Card -,"Dokki, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Adobe After Effects · Adobe Photoshop · Adobe Premiere · Design · illustrator · photoshop · Adobe illustrator · After Effects · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jsQ87zKeBEVn-Senior-Graphic-Designer-Motion-Premium-Card-Giza-Egypt
Sr.UI/UX Designer,qTech.  -,"New Nozha, Cairo, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · UI/UX · UI/UX Design · Design · UI Design · Photoshop · Information Technology (IT) · Computer Science,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PJhS5gWoDD6q-SrUIUX-Designer-qTech-Cairo-Egypt
Graphic Designer,Palmier Developments  -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · females_preferred · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Design · Arts · Fine Arts · Graphic · Graphic Design · illustrator · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/TVjkYEFqqSG3-Graphic-Designer-Palmier-Developments-Giza-Egypt
Graphic Designer,Confidential -,"Mohandessin, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Graphic Design · Advertising,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lD7IcNyt7i7e-Graphic-Designer-Giza-Egypt
