Job Title,Company,Location,Description,Job Type,Salary,Job Link
Senior Motion Graphic Designer,Ebtikar IT -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Cinema 4D · Creative · Fine Arts · Graphic · Graphic Design · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YmDg9g1pj77n-Senior-Motion-Graphic-Designer-Ebtikar-IT-Cairo-Egypt
Senior Graphic Designer,Marmonil Marble & Granite -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Creativity · Graphic · Design · Graphic Design · Portfolio · Layout · Skills,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/59ZSn78jyrXl-Senior-Graphic-Designer-Marmonil-Marble-Granite-Cairo-Egypt
Graphic Designer,Gamma pack for printing and packaging  -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Design · Graphic Design · Creative,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/96QOCRt3bkNe-Graphic-Designer-Gamma-pack-for-printing-and-packaging-Giza-Egypt
Marketing Specialist,Apexos Group -,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Design · Adobe Photoshop · Digital Marketing · Graphic Design · Marketing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/JQGQb1V8jtCo-Marketing-Specialist-Apexos-Group-Cairo-Egypt
Graphic Designer - Retouch & Artwork,Mazzika Group -,"Dokki, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · Arts · Communication · Design · Fine Arts · Graphic · Graphic Design · Graphic Designing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/NALo4OTVcxYb-Graphic-Designer---Retouch-Artwork-Mazzika-Group-Giza-Egypt
Graphic Designer,SYE English Community -,"Dokki, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Adobe Illustrator · Adobe Indesign · Graphic Design · Design · Creative · Adobe Creative Suite,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/suWOL76SWhZu-Graphic-Designer-SYE-English-Community-Giza-Egypt
Motion Designer,Essence Adverts -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Animation · After Effects · Motion Graphics · Adobe illustrator · Adobe Photoshop · Graphic Design · Design · graphics,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/p92lOVe1CZYy-Motion-Designer-Essence-Adverts-Cairo-Egypt
Graphic Designer,Veexia -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Pharmaceutical · Adobe illustrator · Adobe Premiere · After Effects · Adobe Photoshop · Graphic Design · illustrator · Design · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/POK3Uba4ybuZ-Graphic-Designer-Veexia-Cairo-Egypt
Senior 3D Animator,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Creative/Design/Art · Animation · Design · Motion Graphic Design · Applied Arts · Fine Arts · Adobe Premiere · Adobe Photoshop · Adobe Illustrator · Adobe Indesign,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/odnzGLfvYIcz-Senior-3D-Animator-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
Junior Graphic Designer,GPS -,"Heliopolis, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe Photoshop · Adobe illustrator · illustrator · Graphic Design · photoshop · Graphic Designing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vGRzJlHL6Rur-Junior-Graphic-Designer-GPS-Cairo-Egypt
Graphic designer & Video Editor | Work from Home,Adbreeze -,"Cairo, Egypt",Full TimePart TimeRemoteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Adobe Premiere · Graphic Design · Adobe illustrator · illustrator · Video Editing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/51D2Yb6jJKUg-Graphic-designer-Video-Editor-Work-from-Home-Digiminds-Cairo-Egypt
Graphic Designer,Al Aman Misr -,"Giza, Egypt",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design · Applied Arts · Arts · Fine Arts · Graphic · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/alE1WX0lfKE8-Graphic-Designer-Al-Aman-Misr-Giza-Egypt
Senior Graphic Designer,Start Tech  -,"Giza, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design Software · Graphic Design · indesign · Motion · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fwwlNaUgXHva-Senior-Graphic-Designer-Start-Tech-Giza-Egypt
Senior Graphic Designer,Confidential -,"Agouza, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Creative Suite · Adobe illustrator · Adobe Photoshop · Graphic Design · photoshop · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/D5W7gdQjm193-Senior-Graphic-Designer-Giza-Egypt
Video Editing & Graphic Design Intern ( Graduates only ),Injaz Digital  -,"Heliopolis, Cairo, Egypt",InternshipOn-siteEntry Level · 0 - 1 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Graphic Design · Fine Arts · Design · Communication · Arts,Internship,Not specified,https://wuzzuf.nethttps://wuzzuf.net/internship/eClM21uUrujB-Video-Editing-Graphic-Design-Intern-Graduates-only-Injaz-Digital-Cairo-Egypt
Senior Graphic Designer,Value Development -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Design · Graphic · Graphic Design · illustrator · photoshop · graphics,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/z3maGl2bbUw0-Senior-Graphic-Designer-Value-Development-Cairo-Egypt
Graphic Designer,Falcons GT mOTORS   -,"Smart Village, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Graphic · Graphic Design · Fine Arts · Design · Arts · Adobe Photoshop · Adobe illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nvhox8CuvgGJ-Graphic-Designer-Falcons-GT-mOTORS-Giza-Egypt
Senior Graphic Designer,Good Wood -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · Video Editing · Adobe Photoshop · Adobe illustrator · Arts · Art Director · Graphic,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xYtjJDzHzkr0-Senior-Graphic-Designer-Good-Wood-Cairo-Egypt
Graphic Designer,Confidential -,"Hurghada, Red Sea, Egypt",Full TimePart TimeRemoteExperienced · 2+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Arts · Design · Fine Arts · Graphic · Graphic Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/aFNqoKLbfFtn-Graphic-Designer-Red-Sea-Egypt
Graphic Designer,Soft image AdV -,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Creative/Design/Art · Adobe Creative Suite · Adobe illustrator · Adobe Photoshop · Advertising · Creative · Design · Graphic · Graphic Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WqaaKfakdQ0d-Graphic-Designer-Soft-image-AdV-Cairo-Egypt
Graphic Designer,Boshara Perfumes -,"Alexandria, Egypt",Full TimeOn-siteEntry Level · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Adobe Photoshop · Communication skills · Graphic · Graphic Design · indesign · photoshop · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uIAssMJUJzgt-Graphic-Designer-Boshara-Perfumes-Alexandria-Egypt
Interior & Exterior Designer,Aura -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Architecture · Design · exterior · Interior · Interior Design · AutoCAD · Designer · 3D,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/12lyMN5JpDrK-Interior-Exterior-Designer-Aura-Giza-Egypt
Graphic Designer,Pancakes Foods -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · adobe · after effect (AE) · Graphic Design · Design · Creative · Adobe illustrator · Adobe Photoshop · Adobe Creative Suite · Design Software,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QoafeCEsg1ib-Graphic-Designer-Pancakes-Foods-Giza-Egypt
UI UX Designer,Awamer Alshabaka _اوامر الشبكه -,"Mansoura, Dakahlia, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Communication skills · Computer Science · Design · illustrator · photoshop · Software · UI/UX · Xd,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8H0OsM8MvFlT-UI-UX-Designer-Awamer-Alshabaka-اوامر-الشبكه-Dakahlia-Egypt
Graphic Designer,Qawafil For Real Estate Investment -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · grphic · Motion Graphics · 3D Graphics · Visual Arts · Design · Adobe Photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8VwyVLu1aaUj-Graphic-Designer-Qawafil-For-Real-Estate-Investment-Cairo-Egypt
Senior Graphic Designer / Video Editor,Rident Dental Center -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Creative · Adobe illustrator · Design · Adobe Photoshop · Graphic Design · Graphic · indesign,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XqTHH6SEd2Ra-Senior-Graphic-Designer-Video-Editor-Rident-Dental-Center-Cairo-Egypt
Art Director,Soft image AdV -,"Cairo, Egypt",Full TimeOn-siteSenior Management · 4 - 10 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Adobe Photoshop · art director · Art · Creative · Design · Director · Graphic Design · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/SmnPFNW32G2U-Art-Director-Soft-image-AdV-Cairo-Egypt
Senior Graphic Designer,Selah ElTelmeez For Publishing & printing -,"Obour City, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Graphic Design · Design · photoshop · Adobe Photoshop · indesign · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZcFJgTtAuFli-Senior-Graphic-Designer-Selah-ElTelmeez-For-Publishing-printing-Cairo-Egypt
Graphic Designer,Evolution Agency -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Adobe illustrator · Creative · Design · Graphic Design · media · photoshop · indesign · illustrator,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BHGyDRYX0kMA-Graphic-Designer-Evolution-Agency-Giza-Egypt
Graphic Designer & Social Media Specialist,Elshahed Group   -,"Mohandessin, Giza, Egypt",Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Graphic · Design · Social Media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/NMXGuvITCAMY-Graphic-Designer-Social-Media-Specialist-Elshahed-Group-Giza-Egypt
graphic designer,Economic Group  -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · Other · Engineering - Other · Graphic · Fine Arts · Graphic Design · Arts · Design · photoshop · Adobe Photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XqohEA56rVH5-graphic-designer-Economic-Group-Cairo-Egypt
3 D Graphic Design Specialist,Etqaan For Digital Solutions -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Creative/Design/Art · 3D Graphics · Cinema 4D · Graphic · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/pLpEYeQqcEr8-3-D-Graphic-Design-Specialist-Etqaan-For-Digital-Solutions-Giza-Egypt
Pattern Maker ( Fashion Retail ),Al-Nasser  -,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Manufacturing/Production · Quality · Fashion Retail · Design Patterns,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IbbacTqBHN2S-Pattern-Maker-Fashion-Retail-Al-Nasser-Giza-Egypt
Odoo Implementer,Global Brands -,"New Cairo, Cairo, Egypt",Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Information Technology (IT) · Project Management · Odoo · Sales · ERP · Computer Science · ERP Implementation · Communication skills,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8Pk8oIsRkK8m-Odoo-Implementer-Global-Brands-Cairo-Egypt
Graphic Designer,Selema Gold -,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_preferred · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Arts · Design · Graphic · Graphic Design · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zfTwRxxS787I-Graphic-Designer-Selema-Gold-Cairo-Egypt
Senior Digital Marketing Specialist,Femex Egypt -,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Marketing/PR/Advertising · Copywriting · Digital Marketing · digital marketing · E-Marketing · Marketing · media · photoshop,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gpMWTjr1TdRf-Senior-Digital-Marketing-Specialist-Femex-Egypt-Cairo-Egypt
Technical Office Engineer,Al karam marble egypt  -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Manufacturing/Production · Project/Program Management · AutoCAD · Architecture · Design · Engineering · Primavera · Revit · Technical Office,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/DG3OlsSxrCx2-Technical-Office-Engineer-Al-karam-marble-egypt-Cairo-Egypt
Branding Graphic Designer,Seoudi Supermarket -,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Graphic Design · media · Graphic · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/TZrRwBNfuByu-Branding-Graphic-Designer-Seoudi-Supermarket-Giza-Egypt
Graphic Designer,Sun Pyramids Tours -,"Haram, Giza, Egypt",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Communication skills · Creative · Graphic · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nKRWjedWrUUX-Graphic-Designer-Sun-Pyramids-Tours-Giza-Egypt
Lighting Design Team Leader,Archilight  -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Creative/Design/Art · Design · 3d max · AutoCAD · architectural · DIALux · Engineering · 3D · photoshop · Computer Science,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jb6pj7QOw2Md-Lighting-Design-Team-Leader-Archilight-Cairo-Egypt
Design Architect,Amer Vision Group -,"Sheraton, Cairo, Egypt",Full TimeOn-siteEntry Level · 2 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · 3D · 3d max · architectural · Architecture · Architecture Engineering · AutoCAD · Design · Engineering,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/P7hqJz1VL9sB-Design-Architect-Amer-Vision-Group-Cairo-Egypt
Senior UI Developer,Lumin -,"Sheikh Zayed, Giza, Egypt",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Adobe Photoshop · Bootstrap · Computer Science · CSS3 · Design · HTML5 · Information Technology (IT),Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5B3mRyq3PqY6-Senior-UI-Developer-Lumin-Giza-Egypt
Graphic Designer,Confidential -,"Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe Photoshop · Graphic · Designer · graphic designer · Graphic Design · Design,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qKGj3NqEvxx0-Graphic-Designer-Cairo-Egypt
Junior design Architect,Elgabaly Architects -,"New Cairo, Cairo, Egypt",Full TimeOn-siteEntry Level · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Design · Architecture · Sketchup,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YkTZLmuZzmht-Junior-design-Architect-Elgabaly-Architects-Cairo-Egypt
Sr. Video Editor,Confidential -,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · adobe · Adobe After Effects · Adobe Premiere · After Effects · Creative · Editing · Video Editing,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uipYXfwFNhwm-Sr-Video-Editor-Cairo-Egypt
Senior Odoo Functional Consultant,OdooTec -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · IT/Software Development · Strategy/Consulting · Engineering - Telecom/Technology · ERP · Functional Consultant · Implementation · IT · Software · SAP · Odoo,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8uYCiUmlieBa-Senior-Odoo-Functional-Consultant-OdooTec-Cairo-Egypt
Marketing Lead,T&D Design -,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 8 - 10 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Communication · CRM · Marketing · Negotiation · SEM · SEO · Digital Marketing · Social Media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BvjLCKfOsx6Q-Marketing-Lead-TD-Design-Cairo-Egypt
Marketing Team Leader (Software Company),DotsHub  -,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Marketing · Marketing Campaigns · SEO · Lead Generation · business · Social Media,Full Time,Not specified,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XvkrW9vByBj8-Marketing-Team-Leader-Software-Company-DotsHub-Cairo-Egypt
